Generation,BestRecord,GenBestRecord,Average,EliteAvg
136,0,0,-12.67931,-0.002731197
137,0,0,-15.2088,-0.002463601
138,0,0,-8.904211,-0.002615485
139,0,0,-6.361692,-0.003146895
140,0,0,-8.889344,-0.002587233
141,0,0,-3.827168,-0.002425856
142,0,0,-6.367749,-0.005156476
143,0,0,-6.380387,-0.01048394
144,0,0,-11.43612,-0.00715524
145,0,0,-6.370801,-0.003785496
146,0,0,-10.17061,-0.004357761
147,0,0,-12.71332,-0.009043918
148,0,0,-1.292793,-0.002805696
149,0,0,-7.62782,-0.002848137
150,0,0,-3.841558,-0.002939697
151,0,0,-5.085041,-0.002645269
152,0,0,-8.914018,-0.00277504
153,0,0,-7.624464,-0.002632964
154,0,0,-11.42313,-0.005897778
155,0,0,-22.81672,-0.002718063
156,0,0,-13.98696,-0.003566128
157,0,0,-3.833444,-0.003379231
158,0,0,-6.365016,-0.003226888
159,0,0,-3.844581,-0.007225145
160,0,0,-5.097847,-0.002866948
161,0,0,-2.55704,-0.00203598
162,0,0,-10.1669,-0.002262658
163,0,0,-7.615453,-0.001870766
164,0,0,-5.106981,-0.002005908
165,0,0,-7.627515,-0.00206047
166,0,0,-3.826362,-0.002272925
167,0,0,-13.95759,-0.00233102
168,0,0,-8.876887,-0.001966317
169,0,0,-12.78779,-0.002519108
170,0,0,-10.15664,-0.002652653
171,0,0,-2.547608,-0.001936151
172,0,0,-3.811796,-0.002370172
173,0,0,-6.342572,-0.002345167
174,0,0,-6.344128,-0.001969201
175,0,0,-17.74574,-0.002093599
176,0,0,-13.94599,-0.002090672
177,0,0,-6.344143,-0.002318537
178,0,0,-25.33424,-0.00207716
179,0,-0.0004405284,-0.008992239,-0.002125184
180,0,0,-0.009564575,-0.002215371
181,0,0,-0.007887292,-0.001884277
182,0,0,-0.007942744,-0.001964086
183,0,0,-0.0112439,-0.001911814
184,0,0,-1.276524,-0.002013635
185,0,0,-0.007929306,-0.002024991
186,0,0,-0.01265491,-0.002467537
187,0,0,-0.01416134,-0.002829064
188,0,0,-2.540984,-0.002104207
189,0,0,-0.01252748,-0.002155166
190,0,0,-5.077753,-0.002592635
191,0,0,-2.543592,-0.002293543
192,0,0,-0.009562895,-0.002200969
193,0,0,-3.808366,-0.001935518
194,0,0,-1.273556,-0.00179316
195,0,0,-5.076007,-0.001902241
196,0,-0.0004125173,-3.805962,-0.001845538
197,0,0,-5.077557,-0.001968327
198,0,0,-1.273901,-0.001792113
199,0,0,-6.339693,-0.002004343
200,0,0,-3.80986,-0.001998445
201,0,0,-0.01346399,-0.002156421
202,0,0,-0.01268153,-0.001910474
203,0,0,-2.543929,-0.00209846
204,0,0,-1.27687,-0.002016755
205,0,0,-1.27805,-0.002264963
206,0,0,-5.083357,-0.002445413
207,0,0,-0.01303993,-0.001996865
208,0,0,-1.286566,-0.002510288
209,0,0,-1.280745,-0.002316737
210,0,0,-1.279215,-0.002134522
211,0,0,-0.01834659,-0.002475867
212,0,0,-3.817551,-0.002047579
